sentiment	Text
7	For those of you heading out of vancity I've heard the hwy is closed east bound at cwack
2	She's good. Trying to suss out chap 7 when I'm not working. Trying to suss out a lot of things, but meh, you know whatever!
2	'ss back to the gym project. Finally finished ... Damn filthy hobo's always trying to eat my taco's.  !!   &lt;/3
1	Sadly no robot songs in my library.
4	oh ok  well im sendin lots of love xxx
4	Just amazes the heck out of me still....this &quot;internet thing&quot;
8	oh! La Roux is a band right?? An English electropop synth duo band ..  cool!
1	I feel sorry for my bestie  good luck ali!
2	So bummed that I can't see LTJ in June  hoping for a UK yoke soon
3	I realised that many people are not interested in doing business on Twitter - they just want to be heard online  Nothing more
10	awesome job last night!
3	Just got notified my podcast was accepted into iTunes.  Of course I then realized it was miss formated  Fixed now.
3	down in my series with denver on 2k9 3-1
3	Happiness is like peeing your pants...nobody can see it but only you can feel it's warm sensation
10	Feeling really good about my performance on the AP Government &amp; Politics exam this morning.  Going to lunch with Krista.
7	how poetic.. great going.. keep them coming
1	i wish i could take my pillow to school. dead serious.
2	I need skott right now
3	that doesn't sound like fun
1	I sorry!!  Me no like when people I like don't feel well. Your tummy?
7	next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! @djtechtools)
3	so why are you?
3	May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.
10	I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!
2	My english is broken
2	Chillin with my Family. We are getting tacos from Ochoa's, they have the best food in all Washington county
2	Last Tonight Show with Jay Leno Tonight!
2	I hate how MS makes me feel. I can't control my legs 2nite &amp; am in too much pain - it's driving me crazy  Anyone else get those moments?!!
10	she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no
2	What you said is as good as day dreaming!  sorry to say that our country is in such a state....
3	I want to get all dressed up and go out to, but I to have no one to go with, I'm with you mentor
7	oh, i'm so sorry, i didn't know  hope you're well x
10	this one's for the children..the children of the world....again i say happy mommies day to all and me too
10	Goodmorning
1	never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?
10	Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.
1	home alone on a friday night  doesnt get sadder than that folks
10	Happy Star Wars day!
10	LOL!  Considering the recent debate on DL, I'm not touching the bad boy thing.  I like the logical ones.
10	I'm sooo ready for a beautifyl day
4	I also like 'Aasman ke paar shaayad'
2	House hunting for next year= No FUN!
2	Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don't know who
4	you should get your work everywhere.. Articles etc. Love it!
3	We don't have either of those here.
10	Oh joy its gong to be a long weekebd... Yipee :*Â¡
10	LOL That's a special kind of magic, though! ;)  And did you see the special on Discovery?  They think Nessie died.
8	One of the fake &quot;you&quot;s followed me. Haha. I so wish it would be you instead!
1	I lost a follower  oh well probably one of those mute ones anyway.
7	say it isn't so!
4	weekend along with the summer is here so why do I feel sad?
4	I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business
8	glad he's leavin' got ALL my expensv shit outta his way...did i mention glad he's leavin'? *bust empty beer bttl on head
2	aw! I'm gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I'm gonna start all over
2	woo! I was at whole earth tonight, maybe tomorrow some, let me know if you come back. Yay for wikipedia
1	The bunny is longing for the hoodie she left in the car   brrr....
10	Good mornin twiggas.
10	Glad to be home I wish I could make @CBrown7785 feel better
2	need to go to work soonish but i really dont want to  also trying to save money... life is fab (not)
2	My poor lil piggy  Chuck saws it looks like a cartoon character's toe.
8	Gonna read a story bout adam lambert online then bed. Nighty night
1	I want a hair cut but my mom wont cut it
6	Off to ambers...a weekend of labour and hard work ahead!
2	hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it
2	I dont get twitter  Someone help me!
1	yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!
3	Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don't worry
2	My throat hurts bad.  tonight is going to be fun.
1	me too! I am down 400 euro
8	Yeah, let's build an app #euruko
2	I now know more than I ever wanted to know about the extinction of frogs
2	its true...i can never be like @CDO_Bambu never
2	I've noticed!  enjoy another rainy day!
1	is sitting at home wishing that i didnt have to work today. ask for it off and still have to work
3	I can give you the contact of the person who makes those cheesecakes!
2	Who knows, maybe someday you'll come home and find... *gasp* DINNER in your FRIDGE!
3	watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.
10	just had the first lie-in in months  it was great. now for mooching about the house
3	I asked them
7	Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*
1	no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time
4	There's a way around that 72 Minute Limit ;) AIM me and I'll tell you
3	yes, i am quite unsure aswell  haha
2	I'm bored of being lazy.  Away to shower and go out!
2	its at 3 am, im very tired but i can't sleep  but i try it
3	Glued to the copier machine today.
7	i believe that you are
10	The bag looks stylish. Congrats!
2	I think I should hire one of those tranlsators.. because no one ever understands me....
3	Oh yeah, just came back from a weekend of cosplay photo marathons
10	winding down, love having a low key day.
3	aah. well, have a few friends over there. Just wondering if all's great and weather's been good...
1	excited to see &quot;UP&quot; for Logan's Birthday in 2 weeks. Sad he wont have a party bc he doesn't know any kids, tho.
7	Whoops - I got sunburnt
2	Damn if there is anytime I need my car... its now! Dammit
2	what are you? flavor of the day?
1	Just got up thinkin about how weird it is w/out our dog
8	looking at tabs for all of the &quot;Boys Like Girls&quot; songs
3	Not sure yet... they said we'll see
2	loved, but hated driving in pollution
4	Just finished Church. Happy Mother's Day!
4	So twitter is a journey now.  well, okay.
10	Woo hoo!! Congratulations
10	Love, laughter, creativity.
4	inside on a beautiful day!
3	#SanctuarySunday @Sus555 thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!
3	damn it were is Eric or anyone else when you need your hair to be played with
4	I'm really full. Had a HUGE breakfast.
10	love that lamp!  We're in Sydney, Australia
10	its my birthday.....happy birthday to me!!!!
3	any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc
1	i lost friends, when i didnt do anything
2	Lack of sleep leads to major head ach
9	Sometimes black girls just piss me off like a mother mocker!
3	ist im der Haus... or something like that.  Guten morgen, Frï¿½ulein!
1	Morning all - woken by neighbour's kids screaming in the garden before 8am so not in a very benevolent mood...  you have been warned!
2	I had an interruption in service on my phone, so I missed everything on Tuesday morning.
1	is not feelin well... i feel sooooo weak....i hate bein sick in the summer
10	may have unintentionally snubbed someone due to my ineptness/shyness. feel badly
4	aw honey... you just relaxin? That's probably for the best.
3	nice
1	I know what you mean  rain sucks...
3	Oh my 'Mix Khichadi' seems to be ready now .. time for Lunch  !
2	dont you think this tour went fast? i do
10	Going on 1,116 days still no new tattoo.
2	I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?
3	beeeeaaaaatooooo!!!!!
3	I personally know so many people/agencies which could have built these sites. It is like a Pres candidate buying a Honda.
3	Cool Sound!! Luv &quot;Drama&quot;, &quot;Love Game&quot; doesn't work on ur myspace...    Wish Good Luck!! XoXo from Spain
4	I love that my boyfriends loves my mac n cheese. he even took some to work with him
10	good, good.  what could it be then? :o
2	also I managed to ink half more page. unfortunately page 006 will totally suck, but at least I tried hard before I decided to move on
9	Yeah--those pants are horrible!  Yeah--my wife loves the job.  She loves performing and kids, so it's a good environment.
8	Alright, I think it's time for bed...even though I'll probably surf the net for another hour before I go to sleep lol! Goodnight
10	spending a 'girly' day wif my four big sisters! shopping. pedicures and dyeing eachother's hair. ohh yeah
